date,buckshot_nswc_seal,dragomir_sabre,osiris_elite_crew,seal_team_6_soldier_nswc_seal,slingshot_phoenix,soldier_phoenix,lt._commander_ricksaw_nswc_seal,b_squadron_officer_sas,special_agent_ava_fbi,blackwolf_sabre,enforcer_phoenix,maximus_sabre,the_elite_mr._muhlik_elite_crew,3rd_commando_company_ksk,'two_times'_mccoy_usaf_tacp,rezan_the_ready_sabre,'the_doctor'_romanov_sabre,markus_delrow_fbi_hrt,operator_fbi_swat,prof._shahmat_elite_crew,getaway_sally_the_professionals,number_k_the_professionals,little_kev_the_professionals,safecracker_voltzmann_the_professionals,sergeant_bombson_swat,john_'van_healen'_kask_swat,'blueberries'_buckshot_nswc_seal,sir_bloody_loudmouth_darryl_the_professionals,dragomir_sabre_footsoldier,sir_bloody_miami_darryl_the_professionals,cmdr._mae_'dead_cold'_jamison_swat,sir_bloody_skullhead_darryl_the_professionals,chem-haz_specialist_swat,bio-haz_specialist_swat,street_soldier_phoenix,1st_lieutenant_farlow_swat,'two_times'_mccoy_tacp_cavalry,sir_bloody_darryl_royale_the_professionals,sir_bloody_silent_darryl_the_professionals,sous-lieutenant_medic_gendarmerie_nationale,trapper_aggressor_guerrilla_warfare,vypa_sista_of_the_revolution_guerrilla_warfare,officer_jacques_beltram_gendarmerie_nationale,'medium_rare'_crasswater_guerrilla_warfare,arno_the_overgrown_guerrilla_warfare,aspirant_gendarmerie_nationale,bloody_darryl_the_strapped_the_professionals,chef_d'escadron_rouchard_gendarmerie_nationale,chem-haz_capitaine_gendarmerie_nationale,cmdr._davida_'goggles'_fernandez_seal_frogman,cmdr._frank_'wet_sox'_baroud_seal_frogman,col._mangos_dabisi_guerrilla_warfare,crasswater_the_forgotten_guerrilla_warfare,d_squadron_officer_nzsas,elite_trapper_solman_guerrilla_warfare,trapper_guerrilla_warfare,lieutenant_'tree_hugger'_farlow_swat,lieutenant_rex_krikey_seal_frogman,primeiro_tenente_brazilian_1st_battalion,jungle_rebel_elite_crew
2023-08-18 00:00:00+00:00,1.733,1.292,1.039,2.934,2.092,1.34,8.129,3.699,11.039,2.295,1.673,1.191,2.558,3.524,1.848,2.118,4.648,1.693,2.391,1.281,34.201,30.71,10.712,9.512,3.375,2.546,4.288,30.968,2.019,57.937,6.567,18.925,3.855,3.217,5.745,3.214,1.933,21.805,15.465,2.329,5.47,17.497,4.764,11.332,3.822,1.989,17.942,9.159,6.5,45.364,37.944,8.104,6.953,16.737,11.696,7.275,5.005,6.13,9.899,2.83
2023-08-19 00:00:00+00:00,1.728,1.283,1.057,3.136,2.151,1.312,8.014,3.933,11.204,2.363,1.687,1.221,2.514,3.626,1.762,2.106,4.793,1.647,2.402,1.227,33.323,29.967,10.581,9.325,3.473,2.77,4.269,31.811,1.907,57.361,6.704,19.794,4.011,3.196,5.832,3.016,1.895,22.311,15.675,2.309,5.747,17.486,4.887,11.64,3.751,2.095,18.464,8.919,6.637,44.457,37.546,8.017,7.266,16.433,11.716,7.481,5.133,6.241,9.876,3.041
2023-08-20 00:00:00+00:00,1.75,1.311,1.046,3.064,2.124,1.358,8.076,3.863,11.11,2.329,1.67,1.217,2.571,3.602,1.92,2.119,4.904,1.74,2.431,1.24,34.32,31.22,10.599,9.39,3.505,2.68,4.31,32.058,2.065,56.462,6.589,19.741,3.688,3.407,5.688,2.979,2.019,21.725,15.572,2.264,5.742,16.908,4.848,11.836,3.563,2.039,18.258,9.393,6.529,46.157,38.665,8.064,7.156,16.57,12.089,7.505,4.907,6.229,9.697,3.168
2023-08-21 00:00:00+00:00,1.76,1.349,1.064,3.039,2.183,1.399,8.113,3.95,11.31,2.369,1.676,1.219,2.831,3.755,1.947,2.165,4.909,1.752,2.555,1.281,34.68,30.263,10.414,9.474,3.47,2.882,4.211,31.824,2.068,57.974,6.588,19.449,4.034,3.366,6.02,3.275,2.015,22.261,15.647,2.479,5.575,17.653,4.911,11.748,3.969,2.247,18.351,8.794,6.614,44.638,38.809,7.86,7.206,16.83,12.026,7.227,5.129,6.214,10.121,3.322
2023-08-22 00:00:00+00:00,1.752,1.382,1.069,3.111,2.229,1.437,8.246,3.982,10.658,2.318,1.647,1.252,2.761,3.759,1.916,2.172,4.825,1.767,2.533,1.24,33.333,30.484,10.67,9.426,3.587,2.654,4.138,31.356,1.978,54.856,6.712,19.232,3.938,3.377,5.779,3.545,2.034,22.171,15.485,2.458,5.595,17.294,4.791,11.668,4.064,2.206,18.197,9.114,6.561,42.593,38.427,8.139,7.306,16.873,12.134,7.453,5.071,6.227,9.993,3.129
2023-08-23 00:00:00+00:00,1.769,1.384,1.059,3.107,2.254,1.41,7.931,3.662,11.146,2.4,1.632,1.241,2.708,3.708,1.96,2.201,4.823,1.751,2.538,1.281,34.308,30.19,10.889,9.381,3.627,2.811,4.256,30.745,1.937,54.213,6.585,19.512,4.085,3.391,5.836,3.333,2.039,21.542,15.618,2.439,5.566,16.921,5.132,11.514,4.067,2.193,17.424,9.23,6.517,45.04,37.004,7.982,7.109,16.519,12.142,7.443,4.924,6.342,9.789,3.207
2023-08-24 00:00:00+00:00,1.797,1.405,1.072,3.07,2.265,1.374,8.01,3.951,11.043,2.374,1.681,1.265,2.52,3.6,1.963,2.176,4.802,1.659,2.54,1.269,31.5,30.092,10.688,9.501,3.582,2.745,4.295,31.613,2.092,56.303,6.61,18.977,3.978,3.368,5.925,3.505,2.051,21.15,15.408,2.461,5.65,16.699,4.928,11.37,3.948,2.227,17.822,9.313,6.585,45.949,38.605,8.092,7.13,16.478,11.969,7.569,4.95,6.092,9.917,3.008
2023-08-25 00:00:00+00:00,1.845,1.449,1.094,3.148,2.234,1.42,8.082,4.199,11.112,2.459,1.675,1.291,2.816,3.811,2.044,2.217,4.752,1.76,2.502,1.286,33.074,31.175,10.54,9.506,3.618,2.846,4.275,30.523,2.129,55.751,6.62,19.135,4.237,3.406,5.996,3.691,2.175,21.572,15.552,2.473,5.488,17.665,5.016,11.277,4.123,2.196,17.53,9.482,6.672,44.899,37.177,7.965,7.347,16.501,11.852,7.557,5.062,6.44,10.429,3.203
2023-08-26 00:00:00+00:00,1.809,1.392,1.07,3.116,2.22,1.411,8.131,4.248,11.458,2.498,1.652,1.268,2.699,3.612,2.06,2.175,4.786,1.741,2.513,1.266,34.128,30.373,10.564,9.102,3.663,2.888,4.433,29.58,2.141,57.133,6.7,18.996,4.418,3.157,6.136,3.203,2.028,21.666,15.284,2.572,5.678,17.198,4.711,11.011,4.115,2.165,17.495,9.271,6.729,43.25,36.843,8.22,7.037,16.807,11.882,7.677,5.022,6.419,10.137,3.442
2023-08-27 00:00:00+00:00,1.846,1.415,1.066,3.195,2.125,1.416,8.122,4.355,11.525,2.387,1.698,1.307,2.702,3.816,2.103,2.212,4.762,1.803,2.511,1.295,34.381,30.516,10.41,9.567,3.509,2.911,4.483,30.008,2.164,56.608,6.7,18.78,4.316,3.371,5.889,3.256,2.174,21.811,15.39,2.394,5.618,17.229,4.899,11.56,4.113,2.228,16.926,9.066,6.929,43.249,36.455,8.215,7.296,16.376,11.513,7.376,5.151,6.264,10.005,3.323
2023-08-28 00:00:00+00:00,1.852,1.416,1.073,3.166,2.163,1.425,8.118,4.275,11.584,2.381,1.711,1.311,2.642,4.068,2.042,2.222,4.816,1.775,2.563,1.309,34.912,30.359,10.734,9.397,3.761,2.913,4.165,30.554,2.182,56.934,6.779,19.229,4.289,3.521,6.001,3.397,2.223,21.829,15.267,2.428,5.887,17.069,5.168,11.66,4.138,2.172,17.214,9.369,7.127,44.919,38.172,8.478,7.342,16.956,11.871,7.875,5.079,6.186,10.177,3.357
2023-08-29 00:00:00+00:00,1.873,1.406,1.054,3.223,2.199,1.39,8.063,4.351,11.422,2.483,1.693,1.304,2.882,3.885,2.131,2.24,4.783,1.745,2.584,1.312,34.536,30.866,10.878,9.4,3.46,2.893,4.236,30.531,2.212,55.608,6.721,19.399,4.25,3.589,5.704,3.557,2.237,21.611,15.394,2.487,5.757,17.32,4.935,11.698,4.137,2.241,17.07,9.491,7.102,45.553,37.833,8.169,6.988,16.361,12.012,7.52,5.14,6.145,9.946,3.308
2023-08-30 00:00:00+00:00,1.899,1.415,1.098,3.233,2.181,1.389,7.999,4.248,11.201,2.436,1.69,1.28,2.708,3.818,2.018,2.193,4.805,1.83,2.504,1.29,32.382,31.01,10.717,9.252,3.486,2.897,4.444,29.786,2.201,54.641,6.506,18.5,4.404,3.622,5.686,3.253,2.225,21.398,14.654,2.316,5.827,17.546,4.908,11.417,4.184,2.171,17.118,8.717,6.912,44.754,37.779,8.193,7.17,16.405,12.107,7.636,5.206,6.137,10.166,3.069
2023-08-31 00:00:00+00:00,1.871,1.37,1.098,3.167,2.254,1.408,7.883,4.159,10.845,2.393,1.655,1.274,2.848,3.861,2.022,2.2,4.55,1.78,2.558,1.287,33.703,29.716,10.68,9.258,3.595,2.875,4.378,29.481,2.069,53.709,6.484,19.144,4.135,3.315,5.803,3.349,2.186,21.474,15.09,2.447,5.719,16.964,4.893,11.662,4.005,2.239,17.487,9.039,6.813,45.309,37.197,8.152,7.013,15.359,11.846,7.575,5.219,6.359,9.998,3.156
2023-09-01 00:00:00+00:00,2.128,1.523,1.196,3.679,2.378,1.502,8.64,4.579,12.383,2.696,1.813,1.367,3.058,4.391,2.366,2.412,5.05,1.956,2.873,1.377,36.211,33.159,11.493,9.904,3.862,3.12,4.883,32.854,2.292,59.168,7.219,20.662,4.657,3.835,6.256,3.812,2.414,24.221,16.028,2.657,6.323,18.132,5.245,13.056,4.484,2.515,19.151,9.413,7.56,47.201,39.211,9.165,7.711,17.066,13.005,8.406,5.633,6.641,10.978,3.498
2023-09-02 00:00:00+00:00,2.34,1.702,1.281,4.009,2.608,1.635,8.911,4.851,13.235,2.908,1.933,1.479,3.089,4.718,2.475,2.633,5.456,2.085,3.13,1.523,39.204,34.867,12.194,10.813,4.249,3.42,5.111,35.641,2.52,61.876,7.949,22.297,4.856,4.009,6.693,4.096,2.658,24.823,16.95,2.733,6.79,20.1,6.008,14.133,4.896,2.739,20.066,10.061,8.072,47.756,39.931,9.915,8.252,18.918,13.561,8.613,5.964,7.288,11.86,3.523
2023-09-03 00:00:00+00:00,2.384,1.751,1.365,4.092,2.627,1.661,9.365,4.918,13.025,2.98,1.984,1.619,3.428,4.922,2.5,2.698,5.789,2.284,3.208,1.592,39.536,35.789,12.9,11.279,4.372,3.496,5.127,34.515,2.426,62.656,7.926,21.541,4.961,4.203,6.683,4.461,2.595,25.998,17.414,2.94,7.116,20.485,6.344,14.605,5.032,2.775,21.074,10.653,8.22,50.312,41.675,10.406,8.479,19.285,14.147,9.879,6.327,7.303,12.507,3.626
2023-09-04 00:00:00+00:00,2.34,1.771,1.379,4.083,2.614,1.643,9.454,4.866,12.861,3.008,1.99,1.63,3.457,5.111,2.385,2.721,5.67,2.292,3.22,1.559,38.691,34.56,13.106,11.36,4.491,3.685,5.798,34.336,2.438,62.02,7.834,21.687,4.99,4.224,6.924,4.593,2.669,25.97,17.429,2.937,7.087,19.897,6.446,14.016,5.179,2.686,19.948,10.694,8.245,51.019,41.365,10.565,8.42,18.952,14.092,9.776,6.23,7.325,12.635,4.073
2023-09-05 00:00:00+00:00,2.258,1.738,1.344,4.101,2.713,1.651,9.474,4.727,12.846,3.094,1.961,1.624,3.354,5.04,2.46,2.687,5.659,2.262,3.08,1.629,38.944,34.126,12.807,11.293,4.501,3.528,5.792,33.333,2.521,60.584,7.689,21.161,4.875,4.259,6.99,4.588,2.66,24.446,17.337,3.184,6.848,20.0,6.316,13.709,5.049,2.807,19.601,10.738,8.484,50.548,40.652,10.612,8.469,18.689,13.68,9.318,6.051,6.946,13.41,4.224
2023-09-06 00:00:00+00:00,2.31,1.76,1.353,3.963,2.621,1.623,9.062,4.698,12.566,3.045,2.006,1.621,3.507,4.987,2.51,2.687,5.545,2.2,3.182,1.591,36.87,33.769,13.046,10.694,4.452,3.63,5.637,33.267,2.263,59.327,7.556,20.28,4.914,4.254,6.852,4.46,2.564,24.294,16.773,3.127,6.572,19.863,6.201,13.192,4.98,2.723,19.366,10.578,8.458,48.057,39.36,10.512,8.4,18.081,13.805,9.253,6.021,7.078,13.146,4.277
2023-09-07 00:00:00+00:00,2.341,1.738,1.371,4.099,2.567,1.628,8.921,4.694,12.57,3.092,1.967,1.617,3.466,5.021,2.452,2.675,5.633,2.19,3.124,1.559,37.528,33.76,12.669,10.86,4.333,3.578,5.483,32.469,2.311,61.824,7.507,21.245,4.952,4.268,6.736,4.358,2.457,24.595,16.427,2.978,6.56,19.494,6.176,13.634,4.872,2.605,19.044,10.622,8.376,48.615,40.068,10.419,8.359,18.259,13.339,9.163,6.101,7.065,13.292,4.294
2023-09-08 00:00:00+00:00,2.324,1.734,1.371,4.046,2.681,1.62,8.94,4.609,12.495,3.059,1.978,1.621,3.443,5.076,2.467,2.683,5.583,2.226,3.162,1.605,36.48,33.982,12.737,10.569,4.332,3.608,5.584,33.588,2.538,60.61,7.437,21.088,4.891,4.287,6.654,4.377,2.626,24.22,16.916,3.097,6.403,19.629,6.112,13.569,4.915,2.734,19.299,10.48,8.505,49.012,40.664,10.581,8.188,18.368,13.52,9.062,6.021,6.896,13.258,4.433
2023-09-09 00:00:00+00:00,2.354,1.776,1.417,4.141,2.805,1.662,9.131,4.721,12.897,3.227,1.963,1.648,3.533,5.158,2.555,2.764,5.601,2.242,3.234,1.613,36.596,34.567,12.801,10.613,4.39,3.672,5.684,34.563,2.513,61.408,7.548,22.113,5.035,4.453,6.802,4.432,2.65,24.97,16.899,3.293,6.589,20.035,6.206,13.627,5.031,2.774,19.295,10.538,8.485,50.773,39.953,10.611,8.195,18.397,13.583,9.056,6.237,7.099,13.813,4.555
2023-09-10 00:00:00+00:00,2.339,1.775,1.437,4.52,2.727,1.64,9.344,4.757,13.144,3.145,1.982,1.649,3.387,5.365,2.536,2.808,5.662,2.23,3.361,1.636,37.543,34.827,12.921,10.797,4.419,3.607,5.69,34.224,2.634,62.189,7.677,21.633,5.057,4.495,6.817,4.516,2.645,25.301,16.979,3.118,6.885,20.633,6.365,13.752,5.138,2.805,19.72,10.736,8.519,51.83,40.596,10.24,8.387,18.854,13.531,9.342,6.225,7.331,14.601,4.667
2023-09-11 00:00:00+00:00,2.311,1.752,1.434,4.558,2.828,1.639,9.076,4.71,12.883,3.232,1.939,1.639,3.366,5.334,2.536,2.736,5.549,2.254,3.263,1.648,37.456,34.306,12.998,10.607,4.416,3.598,5.67,35.467,2.603,61.761,7.497,22.085,5.027,4.558,6.927,4.55,2.658,25.667,17.014,2.711,6.769,20.567,6.232,13.935,5.177,2.782,19.627,11.118,8.648,48.663,41.474,10.357,8.268,18.301,13.724,9.262,6.417,7.32,14.008,4.797
2023-09-12 00:00:00+00:00,2.321,1.729,1.406,4.529,2.725,1.625,9.047,4.747,12.548,3.144,1.966,1.618,3.285,5.327,2.53,2.729,5.648,2.237,3.315,1.541,37.406,33.884,12.868,11.136,4.402,3.552,5.744,33.524,2.678,61.844,7.513,22.758,5.133,4.586,6.838,4.477,2.566,25.149,17.344,3.087,6.717,20.351,6.428,13.816,5.041,2.731,19.559,11.174,8.553,49.113,40.631,9.993,8.25,18.257,13.897,9.084,6.484,7.159,14.198,4.643
2023-09-13 00:00:00+00:00,2.253,1.721,1.422,4.461,2.642,1.648,8.846,4.777,12.767,3.096,1.945,1.638,3.357,5.289,2.529,2.745,5.604,2.25,3.308,1.563,38.649,34.268,13.091,10.836,4.433,3.73,5.719,34.344,2.677,61.06,7.352,22.399,5.077,4.507,6.802,4.551,2.655,24.886,16.966,3.178,6.705,20.895,6.481,13.254,5.185,2.7,19.375,10.61,8.377,46.749,40.275,10.457,8.275,18.721,13.668,9.266,6.227,7.097,14.642,4.794
2023-09-14 00:00:00+00:00,2.278,1.743,1.455,4.483,2.712,1.664,8.925,4.691,12.524,3.123,1.964,1.641,3.401,5.361,2.553,2.766,5.578,2.232,3.295,1.618,37.412,33.534,12.727,10.931,4.444,3.655,5.554,33.192,2.751,61.662,7.291,22.273,5.074,4.466,6.796,4.604,2.604,24.993,17.364,3.047,6.816,20.536,6.548,13.501,5.183,2.805,20.114,10.944,8.436,47.264,40.003,10.34,8.018,18.742,13.647,9.324,6.37,7.079,14.736,4.823
2023-09-15 00:00:00+00:00,2.327,1.762,1.446,4.481,2.753,1.662,9.108,4.835,12.779,3.13,2.006,1.645,3.464,5.293,2.553,2.791,5.516,2.243,3.302,1.639,37.109,33.549,12.822,10.791,4.573,3.67,5.722,34.055,2.682,62.067,7.589,22.55,5.038,4.542,6.797,4.573,2.707,25.004,17.429,3.262,6.764,20.893,6.727,13.486,5.187,2.849,20.156,11.119,8.6,47.164,38.03,10.385,7.903,18.63,13.75,9.632,6.554,6.965,14.664,4.827
2023-09-16 00:00:00+00:00,2.368,1.767,1.474,4.442,2.727,1.663,9.06,4.78,12.962,3.198,1.999,1.631,3.516,5.329,2.617,2.772,5.556,2.219,3.388,1.59,38.736,34.668,13.214,10.787,4.55,3.894,5.7,34.338,2.669,61.895,7.614,21.828,5.348,4.598,6.827,4.622,2.665,24.736,17.66,3.509,6.889,22.767,6.394,13.922,5.149,2.84,20.092,11.398,8.569,49.358,39.993,10.373,8.138,18.956,14.06,9.564,6.613,7.126,15.102,4.782
2023-09-17 00:00:00+00:00,2.412,1.746,1.504,4.466,2.774,1.611,9.098,4.757,12.758,3.14,1.966,1.638,3.466,5.282,2.703,2.804,5.49,2.302,3.344,1.66,40.856,34.812,12.883,10.881,4.604,3.888,5.604,34.55,2.738,62.289,7.456,22.38,5.099,4.515,6.877,4.509,2.719,25.375,17.435,3.418,6.846,20.006,6.437,13.224,5.086,2.837,19.673,11.256,8.517,48.878,40.39,10.528,8.3,19.298,13.446,9.402,6.441,7.141,15.041,5.072
2023-09-18 00:00:00+00:00,2.37,1.759,1.439,4.482,2.641,1.551,9.275,4.808,12.677,3.007,1.941,1.582,3.315,5.265,2.52,2.661,5.473,2.193,3.333,1.578,38.009,33.967,13.138,10.951,4.832,3.711,5.55,33.864,2.604,61.976,7.355,21.801,5.048,4.513,6.769,4.45,2.548,24.563,17.071,3.31,6.798,19.955,6.34,13.752,5.06,2.875,19.749,11.216,8.311,48.387,40.073,10.572,8.342,18.717,13.757,9.455,6.568,7.165,14.688,5.048
2023-09-19 00:00:00+00:00,2.389,1.762,1.489,4.386,2.798,1.616,9.138,4.847,12.633,3.096,1.979,1.616,3.5,5.297,2.674,2.785,5.628,2.417,3.386,1.634,37.632,33.83,12.774,10.793,4.923,3.917,5.636,34.831,2.798,60.526,7.625,21.015,5.22,4.45,6.949,4.572,2.786,24.87,17.175,3.329,6.87,19.88,6.335,13.015,5.005,2.597,19.909,11.091,8.346,48.539,40.117,10.551,8.163,18.799,13.537,9.325,6.468,7.159,14.664,4.959
2023-09-20 00:00:00+00:00,2.384,1.714,1.467,4.34,2.75,1.608,9.06,4.801,12.549,3.038,1.941,1.627,3.425,5.291,2.578,2.799,5.419,2.269,3.336,1.627,37.512,33.478,12.463,10.341,4.824,3.784,5.417,33.476,2.785,60.47,7.592,20.926,5.252,4.49,6.868,4.509,2.738,24.121,16.792,3.282,6.692,20.038,6.274,13.35,4.965,2.768,19.536,10.763,8.06,46.167,40.149,10.224,8.087,18.288,13.439,9.362,6.518,7.004,14.302,4.945
2023-09-21 00:00:00+00:00,2.383,1.787,1.429,4.439,2.7,1.587,8.728,4.915,12.232,3.094,1.925,1.646,3.531,5.276,2.711,2.777,5.31,2.313,3.287,1.678,37.262,32.818,12.267,10.456,4.751,3.792,5.344,33.362,2.832,60.907,7.677,20.582,5.081,4.452,6.858,4.405,2.783,23.667,16.272,3.417,6.723,20.121,6.36,12.985,4.911,2.825,19.122,10.829,8.14,46.06,40.004,10.275,7.673,18.023,13.402,8.777,6.351,6.941,14.252,4.942
2023-09-22 00:00:00+00:00,2.441,1.803,1.489,4.427,2.801,1.632,8.976,4.899,12.25,3.191,1.961,1.648,3.575,5.144,2.731,2.827,5.418,2.345,3.247,1.649,36.564,32.791,12.915,10.785,4.811,3.978,5.588,32.638,2.906,59.938,7.352,21.019,4.963,4.536,6.957,4.606,2.772,24.092,16.772,3.453,6.677,19.349,6.536,13.152,4.9,2.806,19.179,10.615,8.239,47.391,39.28,10.289,7.849,18.114,13.339,8.941,6.432,7.024,14.325,4.922
2023-09-23 00:00:00+00:00,2.423,1.789,1.488,4.493,2.756,1.66,8.782,5.019,12.315,3.148,2.009,1.668,3.609,5.266,2.709,2.818,5.519,2.303,3.406,1.703,37.284,34.591,12.746,10.709,4.861,3.873,5.556,34.138,2.921,62.168,7.61,21.442,5.041,4.622,6.94,4.609,2.852,24.351,16.759,3.554,6.731,19.871,6.466,13.03,5.032,2.832,19.517,10.891,8.344,49.104,40.899,10.201,7.992,18.172,13.399,9.136,6.718,7.178,14.495,4.978
2023-09-24 00:00:00+00:00,2.47,1.843,1.505,4.463,2.837,1.652,9.113,4.915,12.706,3.159,2.047,1.726,3.664,5.316,2.778,2.853,5.593,2.443,3.412,1.75,37.682,34.013,12.874,10.735,4.915,3.926,5.574,34.287,2.853,62.398,7.613,21.583,5.16,4.546,6.953,4.673,2.842,24.992,16.765,3.23,6.783,19.969,6.452,13.37,5.115,2.854,19.924,11.161,8.449,50.362,40.08,10.255,8.298,18.649,13.544,9.45,6.64,7.14,14.955,5.196
2023-09-25 00:00:00+00:00,2.404,1.828,1.464,4.54,2.828,1.608,9.121,4.958,12.561,3.209,2.065,1.68,3.692,5.294,2.706,2.805,5.557,2.425,3.431,1.69,37.45,33.646,12.994,10.531,4.879,3.908,5.692,33.52,2.884,63.146,7.632,21.649,5.105,4.765,7.0,4.525,2.855,24.737,16.885,3.435,6.831,19.555,6.66,13.126,5.113,2.811,19.333,11.157,8.263,49.725,40.48,10.424,8.599,18.643,13.16,9.537,6.846,7.305,14.736,5.049
2023-09-26 00:00:00+00:00,2.41,1.799,1.43,4.506,2.753,1.598,8.892,5.051,12.491,3.143,2.063,1.668,3.679,5.208,2.677,2.826,5.594,2.434,3.354,1.637,37.404,33.163,13.034,10.484,4.947,3.907,5.682,33.267,2.806,61.788,7.595,21.137,5.108,4.779,7.127,4.582,2.708,24.796,16.939,3.481,6.565,19.729,6.54,13.058,5.219,2.767,19.528,10.955,8.211,49.57,40.339,10.14,8.234,18.263,13.157,9.228,6.867,7.197,14.611,5.003
2023-09-27 00:00:00+00:00,2.51,1.852,1.507,4.497,2.788,1.659,9.124,4.999,12.588,3.173,2.072,1.715,3.818,5.292,2.73,2.862,5.538,2.407,3.396,1.732,37.645,34.228,12.821,10.746,4.798,3.827,5.736,34.251,2.882,63.121,7.506,21.314,5.293,4.734,6.909,4.852,2.762,24.152,17.045,3.584,6.746,20.102,6.428,13.191,5.218,2.842,19.735,11.086,8.406,50.769,40.595,10.465,8.603,19.014,13.366,9.343,7.004,7.229,15.018,4.986
2023-09-28 00:00:00+00:00,2.746,1.982,1.705,5.297,3.14,1.761,9.538,5.074,13.6,3.721,2.296,1.904,4.037,6.235,3.118,3.242,6.162,2.674,3.989,1.978,41.221,36.953,13.993,11.229,5.303,4.222,6.226,35.818,3.206,63.892,8.077,22.617,5.914,5.368,6.39,4.99,3.187,25.9,18.092,3.714,7.354,22.48,7.171,14.677,5.729,3.167,20.787,12.063,9.804,52.381,42.014,11.24,9.197,20.048,14.62,10.615,7.193,7.553,15.571,5.778
2023-09-29 00:00:00+00:00,2.839,2.132,1.761,5.696,3.184,1.694,9.232,4.857,13.66,3.886,2.244,1.987,4.228,6.91,3.193,3.346,6.625,2.692,4.17,1.997,38.646,36.083,14.813,11.326,5.618,4.325,6.342,35.546,3.545,62.404,8.349,22.322,6.011,5.692,6.244,5.054,3.36,26.238,17.65,3.953,7.58,22.372,7.466,14.538,5.988,3.496,20.571,12.306,10.833,46.767,39.517,12.256,9.7,20.707,14.521,11.142,7.265,7.555,16.912,6.851
2023-09-30 00:00:00+00:00,3.087,2.257,1.899,5.925,3.275,1.814,9.195,4.765,14.015,4.089,2.378,2.153,4.357,7.406,3.485,3.493,6.5,2.867,4.396,2.153,39.205,35.669,14.919,11.531,5.922,4.675,6.361,35.226,3.681,61.711,8.408,22.205,6.551,6.248,6.436,5.148,3.592,26.369,17.614,4.169,8.103,23.153,7.811,15.69,6.228,3.647,19.612,12.208,11.589,48.022,39.403,12.89,9.856,20.81,14.632,11.501,7.562,7.457,17.941,7.527
2023-10-01 00:00:00+00:00,3.207,2.413,1.944,6.364,3.386,1.836,9.577,4.877,14.65,4.155,2.371,2.206,4.4,7.821,3.5,3.563,6.653,2.971,4.486,2.188,41.354,37.82,15.384,11.492,5.909,4.819,6.731,36.159,3.636,62.967,8.654,22.508,6.708,6.183,6.617,5.287,3.654,27.273,18.569,4.233,8.326,23.65,8.146,15.633,6.396,3.705,20.935,12.232,12.065,48.803,41.731,12.968,9.789,21.33,15.136,11.714,7.697,7.77,18.716,7.701
2023-10-02 00:00:00+00:00,3.233,2.51,2.036,6.737,3.47,1.869,9.98,4.845,14.956,4.365,2.453,2.28,4.468,8.265,3.526,3.588,6.797,3.008,4.746,2.117,41.901,37.506,15.64,11.902,6.206,5.027,6.866,38.406,3.765,63.977,9.014,23.711,6.9,6.637,6.821,5.411,3.654,27.999,18.687,4.2,8.517,24.153,8.598,15.621,6.571,3.886,21.777,12.741,12.38,50.663,43.814,13.021,10.268,22.12,15.693,12.068,7.748,7.739,19.628,8.248
2023-10-03 00:00:00+00:00,3.231,2.536,2.121,6.735,3.306,1.922,10.111,4.889,14.914,4.313,2.438,2.264,4.367,9.063,3.448,3.483,6.839,3.148,4.719,2.061,43.04,37.754,15.927,12.094,6.514,4.971,6.934,37.427,3.809,64.841,8.922,23.622,6.99,6.687,6.93,5.609,3.745,27.805,19.111,4.403,8.464,23.768,8.488,15.666,6.602,3.935,21.838,13.402,12.325,52.053,41.825,13.641,10.53,22.055,15.602,11.761,7.731,7.804,19.386,8.459
2023-10-04 00:00:00+00:00,3.311,2.622,2.146,6.672,3.446,1.939,9.739,4.909,14.568,4.369,2.417,2.319,4.389,8.449,3.616,3.552,6.915,3.314,4.858,2.158,41.709,37.179,16.09,12.034,6.506,4.852,7.215,37.51,3.99,64.96,8.883,23.576,7.071,6.643,6.845,5.453,3.802,27.915,19.192,4.342,8.498,23.986,8.465,15.691,6.558,3.957,21.493,13.194,11.951,51.058,42.516,14.346,10.328,22.079,15.52,11.49,7.789,7.812,19.44,8.23
2023-10-05 00:00:00+00:00,3.327,2.598,2.154,6.467,3.458,1.9,9.833,4.868,14.634,4.346,2.401,2.378,4.359,8.202,3.652,3.58,6.826,3.275,4.86,2.168,43.62,37.844,16.116,11.896,6.482,5.002,7.557,36.269,3.926,63.605,9.129,23.96,7.042,6.54,6.879,5.454,3.725,27.481,18.996,4.422,8.738,24.347,8.672,15.842,6.565,3.967,21.486,13.299,12.199,50.805,43.021,14.174,10.3,22.275,15.565,11.35,8.039,7.952,19.727,7.989
2023-10-06 00:00:00+00:00,3.378,2.652,2.196,6.602,3.493,1.9,9.751,4.866,14.783,4.459,2.38,2.403,4.54,8.281,3.592,3.563,7.087,3.262,4.949,2.19,43.743,37.68,16.267,11.928,6.45,5.091,7.412,36.552,3.984,63.944,9.385,23.715,7.209,6.727,6.907,5.576,3.644,27.792,18.863,4.489,8.643,24.225,8.881,16.068,6.735,3.87,21.827,13.048,12.117,50.995,42.818,14.269,10.18,22.678,15.7,11.501,8.182,8.147,20.415,8.098
